logger_ID,Temperature,Moisture,Reaction,Nutrients,sp_richness,trait_height,trait_sla,trait_N,trait_suc,Shannon,traits_available
36,1.1818181818181819,3.272727272727273,2.272727272727273,1.7272727272727273,11,3.142857142857143,198.33495896935528,2.003142857142857,0.02081642862444096,1.9463044163928196,TRUE
37,1.1111111111111112,3.111111111111111,2.111111111111111,1.5555555555555556,9,3.0500000000000003,229.71011423140524,1.9655,0.017474033104092512,1.7075364735347336,TRUE
39,1.1666666666666667,3.111111111111111,2.3333333333333335,2,9,4.575,180.2707266899949,1.864,0.01809828935763507,1.8654350613307984,TRUE
40,1,3.125,2,1.75,4,2.8,182.8762882205415,2.2495,0.019007185020792725,0.962776201694688,TRUE
41,1.25,2.875,2.0833333333333335,2.0833333333333335,12,5.444444444444445,244.90768514866468,1.7995555555555556,0.01693133354592423,2.1768921335116587,TRUE
42,1.8888888888888888,2.7222222222222223,1.8333333333333333,2.0555555555555554,18,11.514583333333333,147.58856420578354,1.7345000000000002,0.01767460338252821,1.8687596440547607,TRUE
43,1.25,2.6875,2.25,1.5,8,2.466666666666667,184.89033653696785,1.8966666666666667,0.020102565565929084,1.6341641204877508,TRUE
44,1.2777777777777777,2.7777777777777777,2.2222222222222223,1.6666666666666667,9,3.3000000000000003,193.09490010239517,1.884,0.01762496693635066,2.086440037217581,TRUE
45,1.2083333333333333,3.2916666666666665,2.25,1.8333333333333333,12,3.9250000000000003,216.3251164238154,1.89675,0.016874368353134123,1.505883064004568,TRUE
46,1.25,2.59375,2.125,1.875,16,7.5,203.3039969701866,1.6613333333333333,0.019912070583766883,1.8577252797505335,TRUE
48,1.2272727272727273,3.090909090909091,2.1818181818181817,2.090909090909091,11,4.5777777777777775,225.56389537732736,1.6782222222222223,0.018631540210346218,1.9439903027667325,TRUE
49,1.0833333333333333,3.1666666666666665,2.3333333333333335,1.6666666666666667,6,2.7600000000000002,184.2264587640194,1.9848,0.01976599931403572,1.172993472439513,TRUE
50,1.2272727272727273,2.6363636363636362,2.272727272727273,1.5454545454545454,11,4.685714285714286,187.05045490063242,1.6894285714285715,0.0180419947320961,1.7262965698003216,TRUE
51,1.2142857142857142,3.2142857142857144,2.142857142857143,1.8571428571428572,7,4.066666666666666,277.26501901531316,1.763,0.015599536219090427,1.4280480398741358,TRUE
52,1.236842105263158,2.5526315789473686,2.1578947368421053,1.736842105263158,19,6.285714285714286,194.49992103422542,1.5105714285714287,0.019620618888125208,2.0160059261958487,TRUE
53,1.972972972972973,2.675675675675676,2.5135135135135136,2.27027027027027,37,NA,NA,NA,NA,3.3020958885792377,FALSE
54,1.125,3.125,2.125,1.875,8,3.08,209.1954162204654,1.8912,0.01661158131229795,1.6559233822546333,TRUE
55,1.1,3.1,2.2,2,5,2.84,233.3300042201292,2.0652,0.01913166647481944,1.4750763110546947,TRUE
56,1.3333333333333333,3.1666666666666665,2.3333333333333335,2.3333333333333335,6,5.8,255.5980881761624,1.5672,0.015655977224166093,1.2629056210674792,TRUE
57,1.2272727272727273,3.3636363636363638,2.272727272727273,2.090909090909091,11,4.2250000000000005,204.4293808454995,1.945,0.020466391207527086,2.06728768683504,TRUE
58,1.0833333333333333,3.1666666666666665,2,2,6,3.45,246.1981764942745,2.261,0.01139940244465399,1.2715181814433987,TRUE
60,1.0769230769230769,2.8846153846153846,2.076923076923077,1.6923076923076923,13,3.94,170.2750027657424,1.7816,0.02082543599563328,1.7887777831649905,TRUE
61,1.375,3.1875,2.25,2.0625,16,4.6000000000000005,218.4137991308591,1.8238181818181818,0.017951201834023323,2.530795774472706,TRUE
63,1.2,3.6,2.2,2,5,3.8000000000000003,242.13757046051774,2.4095,0.013722750261948575,1.2635094839081358,TRUE
64,1.2727272727272727,2.6818181818181817,1.9090909090909092,1.8181818181818181,12,6.86,187.5818229973002,1.8274000000000001,0.01841714282888602,1.5281237089654105,TRUE
65,2.05,2.85,1.8,2.2,10,NA,NA,NA,NA,1.572735090340879,FALSE
66,1.1666666666666667,2.75,2,1.8333333333333333,6,4.52,165.99470329381782,1.8116,0.02390257069898826,1.6206278715558315,TRUE
67,1.1428571428571428,2.892857142857143,2.2857142857142856,1.5714285714285714,14,4.025,194.340345278259,2.01475,0.0182352862025492,1.5556526744622858,TRUE
68,1.890625,2.96875,2.7419354838709675,2.5625,34,NA,NA,NA,NA,3.075176215319911,FALSE
69,1.2307692307692308,2.9615384615384617,2.1538461538461537,1.8461538461538463,14,3.2888888888888888,237.352582246281,1.785111111111111,0.017871488581242972,2.4489911753584592,TRUE
70,1,3.25,2,1,2,1.9,284.1642935477085,1.391,0.02021198595146785,0.5623351446188083,TRUE
73,1,3.25,2,1.75,4,2.35,202.13499357701326,2.019,0.0190345253783911,1.1172396474849973,TRUE
74,1.15,3.2,2.2,1.6,10,2.85,205.48520118463964,1.88825,0.0231067800135331,1.4756077196532433,TRUE
75,1.1,2.85,2.1,1.5,10,NA,NA,NA,NA,1.8035914984239017,FALSE
76,1.3,2.7,2.4,1.6,10,NA,NA,NA,NA,2.05305649267048,FALSE
77,1.1428571428571428,3.2857142857142856,2.142857142857143,1.5714285714285714,7,2.4,250.7428563542985,2.1595,0.01717055091695805,1.6496762986069717,TRUE
78,1.1818181818181819,2.8636363636363638,2.1818181818181817,1.7727272727272727,22,5.48,195.99960747195027,1.6628,0.018085805560102537,2.4451145246020594,TRUE
79,1.1666666666666667,2.5833333333333335,2.0833333333333335,1.75,12,6.6909090909090905,201.65275871790965,1.682909090909091,0.01815015169333302,1.8245003088169742,TRUE
81,2.1538461538461537,2.8461538461538463,1.7692307692307692,2,13,11.879166666666666,135.75304740267217,1.5770000000000004,0.017759394376885233,1.3188208784341484,TRUE
82,1.2083333333333333,2.7083333333333335,2.25,1.8333333333333333,12,6.72,249.5894054345965,1.4374,0.016934271898186356,1.7542585627039715,TRUE
83,1.2142857142857142,2.7857142857142856,2.142857142857143,1.8571428571428572,7,3.966666666666667,199.96265904337184,1.6253333333333333,0.019457717185743167,1.3334730391185028,TRUE
84,1.1428571428571428,2.7142857142857144,2.142857142857143,1.4285714285714286,7,2.64,175.23681004489822,1.7276,0.0205535626772659,1.4517560817832709,TRUE
85,1.1944444444444444,2.861111111111111,2.111111111111111,1.7777777777777777,18,NA,NA,NA,NA,2.3839686681803975,FALSE
86,1.2666666666666666,2.6666666666666665,2.2666666666666666,1.9333333333333333,15,NA,NA,NA,NA,1.6900815948342245,FALSE
87,1.3333333333333333,3,3,2,3,3.0999999999999996,238.55121641112748,1.665,0.03293346915090755,0.5783710008834534,TRUE
88,1.1363636363636365,3,2.272727272727273,1.7272727272727273,11,4.333333333333333,221.04087932428013,2.1683333333333334,0.01866820618152975,2.1725606515588534,TRUE
89,1.28125,2.9375,2.3125,2.0625,17,NA,NA,NA,NA,2.2733602005129057,FALSE
90,1.2857142857142858,3,2.2857142857142856,2.142857142857143,7,3.64,275.0396649370518,1.6308,0.0186522262863422,0.5717406791903823,TRUE
91,1.3928571428571428,3.0714285714285716,2.357142857142857,2.357142857142857,15,NA,NA,NA,NA,1.865144208431515,FALSE
92,1.1521739130434783,2.782608695652174,2.130434782608696,1.7826086956521738,23,5.6125,219.35840495096426,1.867375,0.016464310941116642,2.699280786864506,TRUE
93,1,3.5,2,1,1,1,322.681704260652,0.93,0.0202666666666646,0,TRUE
94,1.2272727272727273,3.227272727272727,2.1818181818181817,1.8181818181818181,11,NA,NA,NA,NA,1.821138544058267,FALSE
95,1.3125,3.0625,2.625,1.75,9,NA,NA,NA,NA,1.6539550518133415,FALSE
96,1.1785714285714286,2.607142857142857,2.142857142857143,1.6428571428571428,14,5.583333333333333,212.8167078212665,1.6256666666666666,0.018912199326431248,1.9608237113603002,TRUE
97,1.1,3,2,1.8,5,NA,NA,NA,NA,1.6094379124341005,FALSE
98,1.4,3.25,2.6,2.1,10,NA,NA,NA,NA,2.1036372691592526,FALSE
99,1.21875,2.875,2.25,1.9375,16,6.507692307692308,250.8459459847417,1.9353076923076924,0.017417687009122034,2.1713308051097076,TRUE
101,1.2307692307692308,3.1153846153846154,2.3076923076923075,2,13,4.688888888888889,179.54133974764568,1.7993333333333335,0.01806042896931244,1.58498578462974,TRUE
103,1,3.25,2,1.6666666666666667,6,2.4333333333333336,193.8683832954792,1.981,0.022132503415041218,1.4718509395282622,TRUE
104,1.3,3.1,2.4,2.3,10,5.228571428571429,245.10224937037015,1.7217142857142858,0.016417463351144395,2.1546193098639694,TRUE
105,1.2058823529411764,3.0588235294117645,2.235294117647059,1.9411764705882353,17,4.8428571428571425,210.62297741987507,1.577,0.020701187516925647,2.429984547521175,TRUE
106,1.21875,3.15625,2.25,1.875,16,4.48,219.49109738261052,1.7708,0.0183277548178212,2.083896318235866,TRUE
107,1.2727272727272727,2.8181818181818183,2.272727272727273,2,11,4.714285714285714,242.3767311012463,1.4448571428571428,0.017688575550705837,1.7511054792405214,TRUE
108,1.1428571428571428,3.0357142857142856,2.2142857142857144,1.6428571428571428,14,4.92,179.5443758409784,1.6074,0.01876985039826458,1.9554050404950785,TRUE
109,1.935483870967742,2.870967741935484,2.4516129032258065,2.3548387096774195,31,10.9875,187.62520584689176,1.971,0.014575661433609834,2.511798737121855,TRUE
110,1.1,2.6,2,1.3,10,3.275,176.96358087387577,1.69575,0.0220533045773349,1.7699216601895325,TRUE
112,1.15,2.9,2.1,1.7,10,3.5142857142857142,202.11811495464272,1.7577142857142858,0.01849074983465988,1.8477757523661447,TRUE
113,1.375,3.25,2.5,2.25,4,5.5,262.6305693715357,1.3945,0.0203017936934439,1.3862943611198906,TRUE
114,1.2,2.966666666666667,2,1.7333333333333334,15,4.18,192.3491925415205,1.775,0.018220606074803435,2.3718719088280107,TRUE
115,1.0833333333333333,3.0833333333333335,2,1.8333333333333333,6,3.04,141.49480643790042,2.1904,0.02301258872878516,1.483744952951713,TRUE
116,1.25,2.96875,1.9375,2,16,5.55,219.80814991418174,1.8715,0.016367913130140112,2.711784713723977,TRUE
117,1.1666666666666667,2.6,2.4,1.5333333333333334,15,5.58,213.21692365136252,1.476,0.018516719399754595,2.0351087671881807,TRUE
118,2.0441176470588234,2.984848484848485,2.4242424242424243,2.3823529411764706,35,NA,NA,NA,NA,3.037416676807266,FALSE
119,1.1111111111111112,3.0555555555555554,2.3333333333333335,1.7777777777777777,10,3.033333333333333,215.270660656182,1.8846666666666667,0.01720253529962681,1.5181938073624859,TRUE
120,1.0555555555555556,2.7777777777777777,2,1.6666666666666667,9,3.857142857142857,189.19837795731158,1.8734285714285714,0.01580261000592665,2.0982737395252498,TRUE
121,1.125,3.3125,2.375,1.75,8,NA,NA,NA,NA,1.4858769935164893,FALSE
122,1.1666666666666667,3.1666666666666665,2.2222222222222223,1.5555555555555556,9,3.1,204.2489494525315,1.98425,0.020734038200919725,1.9407253121827517,TRUE
123,1.1818181818181819,2.772727272727273,2,1.6363636363636365,11,2.5500000000000003,172.54991168925127,1.93275,0.023444667065375,1.9606633166877327,TRUE
124,1.8095238095238095,3.1904761904761907,2.25,2.619047619047619,23,NA,NA,NA,NA,2.4913209514794636,FALSE
126,1.2058823529411764,2.8823529411764706,2.1176470588235294,1.9411764705882353,17,4.246153846153846,199.2105066721841,1.7630769230769232,0.017455496327264675,2.2032957527774837,TRUE
127,1.368421052631579,2.5,2.3157894736842106,2,19,7.584615384615385,161.41346828672206,1.7178461538461538,0.019513843112966407,2.4764381276485397,TRUE
128,1,3.25,2,2,2,2.9000000000000004,217.3214191608885,2.928,0.01412911588244825,0.5623351446188083,TRUE
129,1.3333333333333333,2.8333333333333335,2.3333333333333335,1.6666666666666667,3,2.4,345.380347226425,1.151,0.02481699561403395,0.7043029465256891,TRUE
131,2,2.71875,1.6875,2,16,12.264102564102563,137.81223805583554,1.6058461538461541,0.01724659784687035,1.9401148523245184,TRUE
133,1.75,3.5,3,2.1666666666666665,6,NA,NA,NA,NA,1.2629056210674792,FALSE
134,1.3529411764705883,2.823529411764706,2.0588235294117645,2.1176470588235294,17,8.046153846153846,192.33513447352476,1.968,0.018504791863616938,2.2183100607282746,TRUE
135,1.2333333333333334,2.933333333333333,2.2666666666666666,2,15,3.8666666666666667,221.8989001264899,1.6206666666666667,0.019250673600156462,2.18812397772829,TRUE
137,1.9791666666666667,2.75,1.8333333333333333,2.0833333333333335,24,12.085714285714285,148.16651688383033,1.6294285714285714,0.01737450456930807,2.3487951449834283,TRUE
138,1.125,3.375,2.25,2,4,4.266666666666667,163.3791359481197,1.928,0.014981219961860054,1.242453324894,TRUE
139,1.380952380952381,2.642857142857143,2.1904761904761907,1.9523809523809523,21,NA,NA,NA,NA,2.606536922773445,FALSE
141,1.9259259259259258,3.074074074074074,2.576923076923077,2.5925925925925926,30,NA,NA,NA,NA,2.9012204541037865,FALSE
142,1.1666666666666667,2.9166666666666665,2.3333333333333335,1.5,6,3.12,248.0817064422936,2.0036,0.015120401743151511,1.6674619334292946,TRUE
143,1.8823529411764706,3.1470588235294117,2.75,2.8823529411764706,19,NA,NA,NA,NA,1.9176226187003909,FALSE
144,1.911764705882353,2.676470588235294,2.2941176470588234,2.235294117647059,18,NA,NA,NA,NA,1.9422938912855054,FALSE
145,1.2058823529411764,3.264705882352941,2.2941176470588234,2,18,5.454545454545455,240.46290755428353,2.075818181818182,0.016296301869767178,2.403318920313968,TRUE
146,1.3611111111111112,2.861111111111111,2.388888888888889,2.0555555555555554,18,NA,NA,NA,NA,2.713694601664955,FALSE
148,1.4166666666666667,3.1666666666666665,2.4166666666666665,2,13,NA,NA,NA,NA,1.8355126818888055,FALSE
149,1.6346153846153846,2.730769230769231,2.576923076923077,2.230769230769231,26,NA,NA,NA,NA,2.4142397093872603,FALSE
150,1,3.5,2,2,2,3.3,155.254155977259,2.536,0.02345513274803165,0.6931471805599453,TRUE
151,1.706896551724138,3.0344827586206895,2.5,2.4827586206896552,31,9.988235294117647,192.564937813183,2.0398823529411767,0.01633826034514591,2.4221097192812655,TRUE
153,1.8571428571428572,2.8214285714285716,2.25,2.2142857142857144,29,11.373333333333333,178.84293912221295,2.0298666666666665,0.015544464729330477,2.7837148313956614,TRUE
154,1.2916666666666667,2.7916666666666665,2.1666666666666665,1.75,12,NA,NA,NA,NA,2.3159269655340644,FALSE
155,1.7307692307692308,3.423076923076923,2.25,2.5384615384615383,15,NA,NA,NA,NA,1.4288566751510374,FALSE
156,1.7037037037037037,2.888888888888889,2.185185185185185,2.185185185185185,28,9.6,173.41450863916685,1.8885263157894736,0.016339932677948126,2.5726760211621507,TRUE
157,1.125,2.875,2,1.75,8,3.8285714285714287,186.22841616370187,1.9442857142857144,0.01848947537606808,1.8677148321478194,TRUE
158,1.2777777777777777,3.5555555555555554,2.3333333333333335,2.111111111111111,9,NA,NA,NA,NA,1.819658305196746,FALSE
160,2.075,2.875,1.8,2.1,20,11.066666666666666,143.89072063039202,1.6913888888888893,0.016859508734358573,2.1551476445197553,TRUE
161,1.1,3.2,2.3,1.6,10,2.4571428571428573,174.0522088359806,1.9054285714285715,0.022445001019426616,1.8190306388394903,TRUE
162,1.0714285714285714,3,2,1.5714285714285714,7,2.4571428571428573,174.0522088359806,1.9054285714285715,0.022445001019426616,1.4923909299629952,TRUE
163,1.15,3,2,1.6,10,2.4571428571428573,174.0522088359806,1.9054285714285715,0.022445001019426616,1.3034380748592687,TRUE
164,1.4375,2.90625,2.375,1.8125,17,5.909090909090909,227.3256882554721,1.9475454545454545,0.01865720807432013,2.2791918721640587,TRUE
165,1.9444444444444444,2.861111111111111,2.6666666666666665,2.5555555555555554,20,NA,NA,NA,NA,2.0226489153531295,FALSE
166,1.1875,2.9375,2.25,2,8,3.428571428571429,214.77079861085815,1.7437142857142858,0.020378687161281085,1.8376485939127605,TRUE
167,1.1428571428571428,3.2857142857142856,2,1.8571428571428572,7,3.966666666666667,195.794028249807,2.0593333333333335,0.019337970640840117,1.4788711269471602,TRUE
168,1.34,2.5,2.16,1.92,25,NA,NA,NA,NA,2.7059989533844977,FALSE
169,1.2,3.3,2.2,1.9,11,4.428571428571429,247.00926210852714,1.974,0.017814535767480866,2.1585065378672676,TRUE
170,1,3.5,2,2,1,2.4,109.023442630057,1.958,0.0364996137404118,0,TRUE
171,1.2,3.2,2.2,1.8,5,3.8000000000000003,232.93113563243642,1.736,0.02077420847656528,1.1357546471880238,TRUE
172,1.25,3.1,2.5,2.1,10,4.666666666666667,204.99021123465317,1.8666666666666667,0.017919758614138744,1.8206304155531774,TRUE
174,1.4642857142857142,3.2142857142857144,2.0714285714285716,2.357142857142857,14,NA,NA,NA,NA,2.05328229566267,FALSE
178,1.25,3.075,2.1,2,21,NA,NA,NA,NA,2.3101617019764684,FALSE
179,1.15,3,1.9,1.7,10,3.75,215.9275417919165,2.0775,0.018452807888305726,2.1036372691592526,TRUE
180,1.9,2.96,2.04,2.24,25,12.376470588235295,181.83416283272177,1.9970980392156865,0.01556996799488038,2.2366630081368637,TRUE
182,1.875,3.25,2.8666666666666667,2.8125,18,14.48,233.4693035798776,2.4948,0.01526297755000255,1.926368813990133,TRUE
183,1.5833333333333333,2.5833333333333335,2.0833333333333335,1.9166666666666667,12,9.554166666666665,143.65067665395927,1.6542500000000004,0.017237349297572726,1.635029992511828,TRUE
185,1.85,3.1166666666666667,2.586206896551724,2.3666666666666667,31,12.846296296296297,193.36690114763036,1.9674444444444446,0.015899544420198884,2.835857288701586,TRUE
186,1.8409090909090908,3.022727272727273,2.5,2.3636363636363638,22,13.426666666666666,196.85773489414538,2.0780444444444446,0.015183482196913591,2.274471617405444,TRUE
187,1,3.5,2,2,2,3.3,155.254155977259,2.536,0.02345513274803165,0.05554607526889177,TRUE
188,1.25,2.7142857142857144,2.357142857142857,1.7142857142857142,14,NA,NA,NA,NA,1.9589455710766386,FALSE
189,1.0714285714285714,3,2.2857142857142856,1.5714285714285714,7,2.4333333333333336,194.52500502104,2.008,0.02158363400899717,1.319326567948054,TRUE
190,1.1111111111111112,2.888888888888889,2,1.4444444444444444,9,4.057142857142857,184.43025429948102,1.5654285714285714,0.019821733205027284,1.4457644107015315,TRUE
191,1.1875,2.53125,2.25,1.5,16,4.909090909090909,190.157180279446,1.6103636363636364,0.021904552606208726,1.6550345319752464,TRUE
192,1.1,3.4,2.2,2,5,2.7,148.72042816936454,2.276,0.0230927621468279,1.1357546471880238,TRUE
195,1.1111111111111112,2.888888888888889,2.111111111111111,1.6666666666666667,9,2.1666666666666665,216.70076557482682,2.0086666666666666,0.021161202372273317,1.7447913323606288,TRUE
196,1,3.3,2,1.8,5,2.36,183.51268338762202,2.0068,0.02252754305079524,1.400275456246129,TRUE
198,1,4,2,1,1,NA,NA,NA,NA,0,FALSE
199,1,3.3333333333333335,2,2,3,3.066666666666667,120.57458122671403,2.1206666666666667,0.024841156192688868,0.5783710008834534,TRUE
200,1,3,1.8571428571428572,1.5714285714285714,7,3.2,172.277703562367,1.8305714285714285,0.02143502463354907,1.4923909299629952,TRUE
201,1,3.2142857142857144,2.4285714285714284,1.7142857142857142,7,NA,NA,NA,NA,1.4547563807739916,FALSE
202,1,3.25,2,2,2,3.4000000000000004,126.35015052504255,2.202,0.0190119274188274,0.05554607526889177,TRUE
204,1.1363636363636365,2.8636363636363638,1.9090909090909092,1.6363636363636365,11,4.16,194.0968275049341,1.7596,0.017997541148397404,1.3406090287260881,TRUE
205,1,3.5,2,2,2,3.3,155.254155977259,2.536,0.02345513274803165,0.5623351446188083,TRUE
206,1,3.5,2,2,1,4.2,201.484869324461,3.114,0.0104106517556515,0,TRUE
207,1.1904761904761905,2.5952380952380953,2.380952380952381,1.619047619047619,21,3.8,167.3251448071239,1.7283636363636363,0.023172445592283587,2.484926455373938,TRUE
208,1,3,2,1.6666666666666667,3,2.3333333333333335,176.67342785256835,1.9613333333333334,0.021872696109173133,0.5783710008834534,TRUE
209,1.1,3.1,2.2,1.6,10,2.4333333333333336,194.52500502104,2.008,0.02158363400899717,1.8035914984239017,TRUE
210,1.1,3,2,1.6,5,2.4,250.7428563542985,2.1595,0.01717055091695805,1.070548538477787,TRUE
211,1,3.5,2,2,1,2.4,109.023442630057,1.958,0.0364996137404118,0,TRUE
212,1.05,2.6,2,1.5,10,4.125,203.88031859749452,1.61775,0.02362504325729245,1.680878603274663,TRUE
214,1,3,1.8,1.6,5,4.48,218.9864863946904,1.898,0.014213352766991573,1.2635094839081358,TRUE
215,1.2,3.4,2.4,2.2,5,3.75,186.40550133940954,1.566,0.020271859246629224,1.1357546471880238,TRUE
216,1.0714285714285714,3.142857142857143,2.4285714285714284,1.8571428571428572,7,3.68,191.9933283981852,1.752,0.02086446324334556,1.136535545121797,TRUE
217,1,3.2,2.6,1.6,5,2.2666666666666666,252.441514194143,2.262,0.0161749661438537,0.6102225148110269,TRUE
219,1.8387096774193548,2.9193548387096775,2.3870967741935485,2.129032258064516,32,NA,NA,NA,NA,2.900267434367863,FALSE
220,1,3.5,2,1.6666666666666667,3,2.533333333333333,211.06333873839,2.0006666666666666,0.0223923107209093,1.0042424730540764,TRUE
221,1,3.5,2,2,4,3.3,155.254155977259,2.536,0.02345513274803165,0.05554607526889177,TRUE
222,1.175,2.775,2.1,1.7,20,4.571428571428571,218.82180720366514,1.7005714285714286,0.020717456125667687,2.3081276863285662,TRUE
223,1,3.5,2,1.8,5,2.3,216.5869963031215,2.186,0.021256128042993226,0.8356271048193854,TRUE
224,1,3.3333333333333335,2,1.3333333333333333,3,2.6666666666666665,256.60448547329264,1.9653333333333334,0.0169448745528624,0.9502705392332347,TRUE
225,1.125,2.8333333333333335,2.0833333333333335,1.6666666666666667,12,4.3,183.1163691821641,1.7238,0.017867455126384636,2.001450661697515,TRUE
226,1,3.3333333333333335,2.6666666666666665,2,3,2.9000000000000004,217.3214191608885,2.928,0.01412911588244825,1.0042424730540764,TRUE
227,1,3.5,2,2,2,3.3,155.254155977259,2.536,0.02345513274803165,0.0222772335300706,TRUE
228,1.125,3.125,2.25,2,4,3.066666666666667,120.57458122671403,2.1206666666666667,0.024841156192688868,1.0135827752050184,TRUE
229,1,2.8333333333333335,2,1.6666666666666667,3,2.2666666666666666,207.61752124116234,2.437333333333333,0.016681209530097465,0.7210460165286365,TRUE
230,1.1666666666666667,2.7222222222222223,2.3333333333333335,1.3333333333333333,9,2.4333333333333336,194.52500502104,2.008,0.02158363400899717,1.0821374219390933,TRUE
231,1,3.5,2,2,1,4.2,201.484869324461,3.114,0.0104106517556515,0,TRUE
233,1,3.25,2,2,2,2.9000000000000004,217.3214191608885,2.928,0.01412911588244825,0.6931471805599453,TRUE
235,1,3.375,2,1.75,4,2.55,171.10136198519854,1.823,0.0236975338111828,0.16368997270721694,TRUE
236,1,3.2,2,1.6,5,2.44,210.8373714285636,1.9856,0.0192590813499671,1.2635094839081358,TRUE
238,1.7575757575757576,2.787878787878788,2.212121212121212,2.1818181818181817,33,NA,NA,NA,NA,2.9424292672483445,FALSE
239,2.4285714285714284,2.517857142857143,2.4285714285714284,2.357142857142857,28,NA,NA,NA,NA,2.6385663366436,FALSE
240,2.735294117647059,2.3823529411764706,3,2.411764705882353,18,NA,NA,NA,NA,1.8012408674656946,FALSE
241,2.411764705882353,2.823529411764706,1.8823529411764706,2.1176470588235294,18,13.74,156.55454265194385,1.7186000000000001,0.017467918372323317,1.8164772762631383,TRUE
