species,deviance,null_mod,index,resolution,dev_explained,kind,index2
Species Richness,0.3311065286857452,0.325280502871653,MSVF,151,0.00582602581409219,species,Sky View Factor (MSVF)
Species Richness,0.3265840696463458,0.325280502871653,MSVF,201,0.00130356677469278,species,Sky View Factor (MSVF)
Species Richness,0.32854863977046556,0.325280502871653,MSVF,301,0.00326813689881255,species,Sky View Factor (MSVF)
Species Richness,0.3282251426222704,0.325280502871653,MVS,1,0.00294463975061742,species,Visible Sky (MVS)
Species Richness,0.3302350704833702,0.325280502871653,MVS,3,0.00495456761171719,species,Visible Sky (MVS)
Species Richness,0.328301202983042,0.325280502871653,MVS,7,0.00302070011138899,species,Visible Sky (MVS)
Species Richness,0.331181692856925,0.325280502871653,MVS,15,0.005901189985272,species,Visible Sky (MVS)
Species Richness,0.331482541217632,0.325280502871653,MVS,19,0.00620203834597898,species,Visible Sky (MVS)
Species Richness,0.3317872899796137,0.325280502871653,MVS,25,0.00650678710796071,species,Visible Sky (MVS)
Species Richness,0.33132384526020786,0.325280502871653,MVS,31,0.00604334238855486,species,Visible Sky (MVS)
Species Richness,0.3343489172376868,0.325280502871653,MVS,51,0.00906841436603378,species,Visible Sky (MVS)
Species Richness,0.3396910582371442,0.325280502871653,MVS,71,0.01441055536549118,species,Visible Sky (MVS)
Species Richness,0.3453684590799857,0.325280502871653,MVS,101,0.0200879562083327,species,Visible Sky (MVS)
Species Richness,0.3599538801517914,0.325280502871653,MVS,151,0.03467337728013842,species,Visible Sky (MVS)
Species Richness,0.3558404270720831,0.325280502871653,MVS,201,0.03055992420043007,species,Visible Sky (MVS)
Species Richness,0.3612571582102886,0.325280502871653,MVS,301,0.03597665533863559,species,Visible Sky (MVS)
Species Richness,0.3326243349381255,0.325280502871653,PLC,1,0.00734383206647248,species,Planform Curvature (PLC)
Species Richness,0.32972141913035724,0.325280502871653,PLC,3,0.00444091625870424,species,Planform Curvature (PLC)
Species Richness,0.3331733674751489,0.325280502871653,PLC,7,0.00789286460349592,species,Planform Curvature (PLC)
Species Richness,0.33130945690618097,0.325280502871653,PLC,15,0.00602895403452796,species,Planform Curvature (PLC)
Species Richness,0.3302214648929649,0.325280502871653,PLC,19,0.00494096202131189,species,Planform Curvature (PLC)
Species Richness,0.32906332268180427,0.325280502871653,PLC,25,0.00378281981015127,species,Planform Curvature (PLC)
Species Richness,0.3280830197065473,0.325280502871653,PLC,31,0.00280251683489429,species,Planform Curvature (PLC)
Species Richness,0.3261959352146767,0.325280502871653,PLC,51,9.154323430237145e-4,species,Planform Curvature (PLC)
Species Richness,0.3304420128611184,0.325280502871653,PLC,71,0.0051615099894654,species,Planform Curvature (PLC)
Species Richness,0.34006025297625,0.325280502871653,PLC,101,0.01477975010459697,species,Planform Curvature (PLC)
Species Richness,0.3606852336171147,0.325280502871653,PLC,151,0.03540473074546169,species,Planform Curvature (PLC)
Species Richness,0.3817547253368423,0.325280502871653,PLC,201,0.05647422246518929,species,Planform Curvature (PLC)
Species Richness,0.3937476894636864,0.325280502871653,PLC,301,0.06846718659203344,species,Planform Curvature (PLC)
Species Richness,0.3301707190637263,0.325280502871653,PRC,1,0.0048902161920733,species,Profile Curvature (PRC)
Species Richness,0.33419719943890247,0.325280502871653,PRC,3,0.00891669656724947,species,Profile Curvature (PRC)
Species Richness,0.33035546264970206,0.325280502871653,PRC,7,0.00507495977804906,species,Profile Curvature (PRC)
Species Richness,0.3318124793770182,0.325280502871653,PRC,15,0.00653197650536518,species,Profile Curvature (PRC)
Species Richness,0.33162804882892993,0.325280502871653,PRC,19,0.00634754595727693,species,Profile Curvature (PRC)
Species Richness,0.32892977031474047,0.325280502871653,PRC,25,0.00364926744308746,species,Profile Curvature (PRC)
Species Richness,0.3270850402454344,0.325280502871653,PRC,31,0.00180453737378138,species,Profile Curvature (PRC)
Species Richness,0.33094572397012645,0.325280502871653,PRC,51,0.00566522109847345,species,Profile Curvature (PRC)
Species Richness,0.3383553802160614,0.325280502871653,PRC,71,0.01307487734440837,species,Profile Curvature (PRC)
Species Richness,0.3512898643975445,0.325280502871653,PRC,101,0.0260093615258915,species,Profile Curvature (PRC)
Species Richness,0.36899882941575224,0.325280502871653,PRC,151,0.04371832654409924,species,Profile Curvature (PRC)
Species Richness,0.37868379190210955,0.325280502871653,PRC,201,0.05340328903045655,species,Profile Curvature (PRC)
Species Richness,0.3789910758456321,0.325280502871653,PRC,301,0.05371057297397907,species,Profile Curvature (PRC)
Species Richness,0.3884980007944331,0.325280502871653,SLP,1,0.06321749792278009,species,Slope
Species Richness,0.3931355051332336,0.325280502871653,SLP,3,0.06785500226158059,species,Slope
Species Richness,0.38729267403636414,0.325280502871653,SLP,7,0.06201217116471114,species,Slope
Species Richness,0.39175904358405544,0.325280502871653,SLP,15,0.06647854071240245,species,Slope
Species Richness,0.3948518490347115,0.325280502871653,SLP,19,0.06957134616305849,species,Slope
Species Richness,0.3980996634176852,0.325280502871653,SLP,25,0.07281916054603221,species,Slope
Species Richness,0.4006515392329447,0.325280502871653,SLP,31,0.07537103636129172,species,Slope
Species Richness,0.40802412115613385,0.325280502871653,SLP,51,0.08274361828448085,species,Slope
Species Richness,0.4113842223723704,0.325280502871653,SLP,71,0.08610371950071738,species,Slope
Species Richness,0.4100828679913249,0.325280502871653,SLP,101,0.08480236511967187,species,Slope
Species Richness,0.4035371539312266,0.325280502871653,SLP,151,0.07825665105957358,species,Slope
Species Richness,0.39871070567527,0.325280502871653,SLP,201,0.073430202803617,species,Slope
Species Richness,0.3982765603937567,0.325280502871653,SLP,301,0.0729960575221037,species,Slope
Species Richness,0.33466572928496674,0.325280502871653,TLC,1,0.00938522641331374,species,Total Curvature (TLC)
Species Richness,0.33527849980190283,0.325280502871653,TLC,3,0.00999799693024983,species,Total Curvature (TLC)
Species Richness,0.33457802413205107,0.325280502871653,TLC,7,0.00929752126039806,species,Total Curvature (TLC)
Species Richness,0.33312848688656627,0.325280502871653,TLC,15,0.00784798401491326,species,Total Curvature (TLC)
Species Richness,0.3317626835926958,0.325280502871653,TLC,19,0.00648218072104278,species,Total Curvature (TLC)
Species Richness,0.3296246913015667,0.325280502871653,TLC,25,0.00434418842991368,species,Total Curvature (TLC)
Species Richness,0.3280117797590836,0.325280502871653,TLC,31,0.00273127688743057,species,Total Curvature (TLC)
Species Richness,0.3285436844809161,0.325280502871653,TLC,51,0.00326318160926308,species,Total Curvature (TLC)
Species Richness,0.3383088464080388,0.325280502871653,TLC,71,0.01302834353638582,species,Total Curvature (TLC)
Species Richness,0.35480224826092677,0.325280502871653,TLC,101,0.02952174538927376,species,Total Curvature (TLC)
Species Richness,0.3751562832985711,0.325280502871653,TLC,151,0.04987578042691809,species,Total Curvature (TLC)
Species Richness,0.40150595397442135,0.325280502871653,TLC,201,0.07622545110276835,species,Total Curvature (TLC)
Species Richness,0.4192889511159428,0.325280502871653,TLC,301,0.09400844824428978,species,Total Curvature (TLC)
Species Richness,0.33635755983705473,0.325280502871653,TP3,1,0.01107705696540173,species,Topographic position index 3×3 (TP3)
Species Richness,0.3345958731371904,0.325280502871653,TP3,3,0.00931537026553741,species,Topographic position index 3×3 (TP3)
Species Richness,0.3368887520853967,0.325280502871653,TP3,7,0.0116082492137437,species,Topographic position index 3×3 (TP3)
Species Richness,0.33696677556746146,0.325280502871653,TP3,15,0.01168627269580846,species,Topographic position index 3×3 (TP3)
Species Richness,0.3352046285851691,0.325280502871653,TP3,19,0.00992412571351608,species,Topographic position index 3×3 (TP3)
Species Richness,0.33269550445337215,0.325280502871653,TP3,25,0.00741500158171914,species,Topographic position index 3×3 (TP3)
Species Richness,0.33019134232096836,0.325280502871653,TP3,31,0.00491083944931536,species,Topographic position index 3×3 (TP3)
Species Richness,0.32822977971318845,0.325280502871653,TP3,51,0.00294927684153545,species,Topographic position index 3×3 (TP3)
Species Richness,0.3373055792470889,0.325280502871653,TP3,71,0.01202507637543592,species,Topographic position index 3×3 (TP3)
Species Richness,0.35311051423241746,0.325280502871653,TP3,101,0.02783001136076446,species,Topographic position index 3×3 (TP3)
Species Richness,0.3779048398686634,0.325280502871653,TP3,151,0.05262433699701041,species,Topographic position index 3×3 (TP3)
Species Richness,0.3980659262413345,0.325280502871653,TP3,201,0.07278542336968152,species,Topographic position index 3×3 (TP3)
Species Richness,0.4071180484889081,0.325280502871653,TP3,301,0.08183754561725509,species,Topographic position index 3×3 (TP3)
Species Richness,0.33814691900477767,0.325280502871653,TP5,1,0.01286641613312467,species,Topographic position index 5×5 (TP5)
Species Richness,0.33595504495476414,0.325280502871653,TP5,3,0.01067454208311113,species,Topographic position index 5×5 (TP5)
Species Richness,0.3379481832539327,0.325280502871653,TP5,7,0.01266768038227972,species,Topographic position index 5×5 (TP5)
Species Richness,0.3347220205065269,0.325280502871653,TP5,15,0.00944151763487388,species,Topographic position index 5×5 (TP5)
Species Richness,0.331904467911202,0.325280502871653,TP5,19,0.00662396503954898,species,Topographic position index 5×5 (TP5)
Species Richness,0.32811905902076055,0.325280502871653,TP5,25,0.00283855614910755,species,Topographic position index 5×5 (TP5)
Species Richness,0.327602076046532,0.325280502871653,TP5,31,0.00232157317487902,species,Topographic position index 5×5 (TP5)
Species Richness,0.339695512282991,0.325280502871653,TP5,51,0.01441500941133799,species,Topographic position index 5×5 (TP5)
Species Richness,0.3556739835119175,0.325280502871653,TP5,71,0.03039348064026448,species,Topographic position index 5×5 (TP5)
Species Richness,0.3786342586993964,0.325280502871653,TP5,101,0.05335375582774338,species,Topographic position index 5×5 (TP5)
Species Richness,0.40109501441437145,0.325280502871653,TP5,151,0.07581451154271845,species,Topographic position index 5×5 (TP5)
Species Richness,0.40772137136889686,0.325280502871653,TP5,201,0.08244086849724386,species,Topographic position index 5×5 (TP5)
Species Richness,0.4095060632773396,0.325280502871653,TP5,301,0.08422556040568663,species,Topographic position index 5×5 (TP5)
Species Richness,0.3856704673206177,0.325280502871653,TR3,1,0.06038996444896472,species,Terrain Ruggedness Index 3×3 (TR3)
Species Richness,0.3879877482129651,0.325280502871653,TR3,3,0.06270724534131211,species,Terrain Ruggedness Index 3×3 (TR3)
Species Richness,0.3824690871100691,0.325280502871653,TR3,7,0.05718858423841611,species,Terrain Ruggedness Index 3×3 (TR3)
Species Richness,0.38911556058751295,0.325280502871653,TR3,15,0.06383505771585996,species,Terrain Ruggedness Index 3×3 (TR3)
Species Richness,0.39337234592505577,0.325280502871653,TR3,19,0.06809184305340277,species,Terrain Ruggedness Index 3×3 (TR3)
Species Richness,0.3976640175647689,0.325280502871653,TR3,25,0.07238351469311588,species,Terrain Ruggedness Index 3×3 (TR3)
Species Richness,0.4002486428404835,0.325280502871653,TR3,31,0.07496813996883056,species,Terrain Ruggedness Index 3×3 (TR3)
Species Richness,0.40369862491835296,0.325280502871653,TR3,51,0.07841812204669996,species,Terrain Ruggedness Index 3×3 (TR3)
Species Richness,0.40393641965438865,0.325280502871653,TR3,71,0.07865591678273565,species,Terrain Ruggedness Index 3×3 (TR3)
Species Richness,0.3995649063556609,0.325280502871653,TR3,101,0.07428440348400789,species,Terrain Ruggedness Index 3×3 (TR3)
Species Richness,0.3905975113564415,0.325280502871653,TR3,151,0.0653170084847885,species,Terrain Ruggedness Index 3×3 (TR3)
Species Richness,0.3806867947128488,0.325280502871653,TR3,201,0.05540629184119583,species,Terrain Ruggedness Index 3×3 (TR3)
Species Richness,0.3687075899157589,0.325280502871653,TR3,301,0.04342708704410591,species,Terrain Ruggedness Index 3×3 (TR3)
Species Richness,0.3850873639357664,0.325280502871653,TR5,1,0.05980686106411337,species,Terrain Ruggedness Index 5×5 (TR5)
Species Richness,0.3841181173229973,0.325280502871653,TR5,3,0.05883761445134428,species,Terrain Ruggedness Index 5×5 (TR5)
Species Richness,0.3840586739677514,0.325280502871653,TR5,7,0.0587781710960984,species,Terrain Ruggedness Index 5×5 (TR5)
Species Richness,0.3957117734446314,0.325280502871653,TR5,15,0.07043127057297838,species,Terrain Ruggedness Index 5×5 (TR5)
Species Richness,0.3985114366889261,0.325280502871653,TR5,19,0.07323093381727308,species,Terrain Ruggedness Index 5×5 (TR5)
Species Richness,0.4010333871155378,0.325280502871653,TR5,25,0.07575288424388482,species,Terrain Ruggedness Index 5×5 (TR5)
Species Richness,0.40211414262937983,0.325280502871653,TR5,31,0.07683363975772683,species,Terrain Ruggedness Index 5×5 (TR5)
Species Richness,0.3999534178503365,0.325280502871653,TR5,51,0.07467291497868345,species,Terrain Ruggedness Index 5×5 (TR5)
Species Richness,0.3933341767447715,0.325280502871653,TR5,71,0.06805367387311856,species,Terrain Ruggedness Index 5×5 (TR5)
Species Richness,0.3827578678321263,0.325280502871653,TR5,101,0.05747736496047329,species,Terrain Ruggedness Index 5×5 (TR5)
Species Richness,0.3673156460583018,0.325280502871653,TR5,151,0.0420351431866488,species,Terrain Ruggedness Index 5×5 (TR5)
Species Richness,0.35996731981802754,0.325280502871653,TR5,201,0.03468681694637454,species,Terrain Ruggedness Index 5×5 (TR5)
Species Richness,0.3482053948282049,0.325280502871653,TR5,301,0.02292489195655189,species,Terrain Ruggedness Index 5×5 (TR5)
Species Richness,0.3379083370730117,0.325280502871653,TWI,1,0.01262783420135871,species,Topographic Wetness Index (TWI)
Species Richness,0.3391009115596896,0.325280502871653,TWI,3,0.01382040868803657,species,Topographic Wetness Index (TWI)
Species Richness,0.3426817996517746,0.325280502871653,TWI,7,0.01740129678012159,species,Topographic Wetness Index (TWI)
Species Richness,0.3503882875189712,0.325280502871653,TWI,15,0.02510778464731822,species,Topographic Wetness Index (TWI)
Species Richness,0.35957685513478055,0.325280502871653,TWI,19,0.03429635226312755,species,Topographic Wetness Index (TWI)
Species Richness,0.36438035750437225,0.325280502871653,TWI,25,0.03909985463271925,species,Topographic Wetness Index (TWI)
Species Richness,0.3708875803466524,0.325280502871653,TWI,31,0.04560707747499937,species,Topographic Wetness Index (TWI)
Species Richness,0.397212184796448,0.325280502871653,TWI,51,0.07193168192479504,species,Topographic Wetness Index (TWI)
Species Richness,0.4049860727245679,0.325280502871653,TWI,71,0.07970556985291488,species,Topographic Wetness Index (TWI)
Species Richness,0.4190387631380238,0.325280502871653,TWI,101,0.0937582602663708,species,Topographic Wetness Index (TWI)
Species Richness,0.4414300340771041,0.325280502871653,TWI,151,0.11614953120545111,species,Topographic Wetness Index (TWI)
Species Richness,0.418447127233303,0.325280502871653,TWI,201,0.09316662436165002,species,Topographic Wetness Index (TWI)
Species Richness,0.428188442856136,0.325280502871653,TWI,301,0.102907939984483,species,Topographic Wetness Index (TWI)
Species Richness,0.33107017965708974,0.325280502871653,VR3,1,0.00578967678543673,species,Vector Ruggedenss Measure 3×3 (VR3)
Species Richness,0.32921840213036635,0.325280502871653,VR3,3,0.00393789925871335,species,Vector Ruggedenss Measure 3×3 (VR3)
Species Richness,0.32863987166559905,0.325280502871653,VR3,7,0.00335936879394604,species,Vector Ruggedenss Measure 3×3 (VR3)
Species Richness,0.3259766946444812,0.325280502871653,VR3,15,6.96191772828203e-4,species,Vector Ruggedenss Measure 3×3 (VR3)
Species Richness,0.326061907374668,0.325280502871653,VR3,19,7.814045030150041e-4,species,Vector Ruggedenss Measure 3×3 (VR3)
Species Richness,0.3275059390708144,0.325280502871653,VR3,25,0.00222543619916137,species,Vector Ruggedenss Measure 3×3 (VR3)
Species Richness,0.3319383228890458,0.325280502871653,VR3,31,0.00665782001739279,species,Vector Ruggedenss Measure 3×3 (VR3)
Species Richness,0.348704912927262,0.325280502871653,VR3,51,0.02342441005560902,species,Vector Ruggedenss Measure 3×3 (VR3)
Species Richness,0.3619900445945532,0.325280502871653,VR3,71,0.03670954172290019,species,Vector Ruggedenss Measure 3×3 (VR3)
Species Richness,0.3793592594361249,0.325280502871653,VR3,101,0.05407875656447192,species,Vector Ruggedenss Measure 3×3 (VR3)
Species Richness,0.4076331849077006,0.325280502871653,VR3,151,0.08235268203604762,species,Vector Ruggedenss Measure 3×3 (VR3)
Species Richness,0.41586305268561585,0.325280502871653,VR3,201,0.09058254981396284,species,Vector Ruggedenss Measure 3×3 (VR3)
Species Richness,0.3839049972579951,0.325280502871653,VR3,301,0.05862449438634209,species,Vector Ruggedenss Measure 3×3 (VR3)
Species Richness,0.33352210602996024,0.325280502871653,VR5,1,0.00824160315830724,species,Vector Ruggedenss Measure 5×5 (VR5)
Species Richness,0.32970295587078935,0.325280502871653,VR5,3,0.00442245299913635,species,Vector Ruggedenss Measure 5×5 (VR5)
Species Richness,0.3261963485076862,0.325280502871653,VR5,7,9.158456360331968e-4,species,Vector Ruggedenss Measure 5×5 (VR5)
Species Richness,0.3263778310483453,0.325280502871653,VR5,15,0.00109732817669228,species,Vector Ruggedenss Measure 5×5 (VR5)
Species Richness,0.3282468559577486,0.325280502871653,VR5,19,0.0029663530860956,species,Vector Ruggedenss Measure 5×5 (VR5)
Species Richness,0.33430811315263,0.325280502871653,VR5,25,0.00902761028097698,species,Vector Ruggedenss Measure 5×5 (VR5)
Species Richness,0.34053567820051733,0.325280502871653,VR5,31,0.01525517532886433,species,Vector Ruggedenss Measure 5×5 (VR5)
Species Richness,0.36061579115493014,0.325280502871653,VR5,51,0.03533528828327714,species,Vector Ruggedenss Measure 5×5 (VR5)
Species Richness,0.381135224066676,0.325280502871653,VR5,71,0.05585472119502299,species,Vector Ruggedenss Measure 5×5 (VR5)
Species Richness,0.4040890404781418,0.325280502871653,VR5,101,0.07880853760648887,species,Vector Ruggedenss Measure 5×5 (VR5)
Species Richness,0.4167823604311053,0.325280502871653,VR5,151,0.09150185755945228,species,Vector Ruggedenss Measure 5×5 (VR5)
Species Richness,0.39054114451283595,0.325280502871653,VR5,201,0.06526064164118295,species,Vector Ruggedenss Measure 5×5 (VR5)
Species Richness,0.3351808369160162,0.325280502871653,VR5,301,0.00990033404436319,species,Vector Ruggedenss Measure 5×5 (VR5)
Shannon's Diversity,0.3232437738966737,0.2820481851472848,HLI,1,0.04119558874938889,species,Head Load Index (HLI)
Shannon's Diversity,0.32805484602016577,0.2820481851472848,HLI,3,0.04600666087288097,species,Head Load Index (HLI)
Shannon's Diversity,0.32053519893698446,0.2820481851472848,HLI,7,0.03848701378969965,species,Head Load Index (HLI)
Shannon's Diversity,0.314904616569458,0.2820481851472848,HLI,15,0.0328564314221732,species,Head Load Index (HLI)
Shannon's Diversity,0.3148507949971934,0.2820481851472848,HLI,19,0.03280260984990857,species,Head Load Index (HLI)
Shannon's Diversity,0.3156114840512444,0.2820481851472848,HLI,25,0.03356329890395959,species,Head Load Index (HLI)
Shannon's Diversity,0.3176240651088791,0.2820481851472848,HLI,31,0.03557587996159428,species,Head Load Index (HLI)
Shannon's Diversity,0.3179968899323685,0.2820481851472848,HLI,51,0.03594870478508372,species,Head Load Index (HLI)
Shannon's Diversity,0.31559089248467975,0.2820481851472848,HLI,71,0.03354270733739495,species,Head Load Index (HLI)
Shannon's Diversity,0.3118390165025413,0.2820481851472848,HLI,101,0.02979083135525651,species,Head Load Index (HLI)
Shannon's Diversity,0.31321304054329957,0.2820481851472848,HLI,151,0.03116485539601476,species,Head Load Index (HLI)
Shannon's Diversity,0.314610537982981,0.2820481851472848,HLI,201,0.03256235283569619,species,Head Load Index (HLI)
Shannon's Diversity,0.31818132662542076,0.2820481851472848,HLI,301,0.03613314147813595,species,Head Load Index (HLI)
Shannon's Diversity,0.30896164724190933,0.2820481851472848,HSD,1,0.02691346209462453,species,Hill Shade 180 (HSD)°
Shannon's Diversity,0.3076740835958375,0.2820481851472848,HSD,3,0.02562589844855267,species,Hill Shade 180 (HSD)°
Shannon's Diversity,0.30951145860660123,0.2820481851472848,HSD,7,0.02746327345931643,species,Hill Shade 180 (HSD)°
Shannon's Diversity,0.31361850370936983,0.2820481851472848,HSD,15,0.03157031856208503,species,Hill Shade 180 (HSD)°
Shannon's Diversity,0.3155546981640406,0.2820481851472848,HSD,19,0.03350651301675578,species,Hill Shade 180 (HSD)°
Shannon's Diversity,0.31748098167570316,0.2820481851472848,HSD,25,0.03543279652841835,species,Hill Shade 180 (HSD)°
Shannon's Diversity,0.31891453999850916,0.2820481851472848,HSD,31,0.03686635485122436,species,Hill Shade 180 (HSD)°
Shannon's Diversity,0.3210072853533359,0.2820481851472848,HSD,51,0.03895910020605109,species,Hill Shade 180 (HSD)°
Shannon's Diversity,0.3206558374997355,0.2820481851472848,HSD,71,0.03860765235245067,species,Hill Shade 180 (HSD)°
Shannon's Diversity,0.3193329236413559,0.2820481851472848,HSD,101,0.0372847384940711,species,Hill Shade 180 (HSD)°
Shannon's Diversity,0.31967831866480034,0.2820481851472848,HSD,151,0.03763013351751554,species,Hill Shade 180 (HSD)°
Shannon's Diversity,0.32008000650361623,0.2820481851472848,HSD,201,0.03803182135633143,species,Hill Shade 180 (HSD)°
Shannon's Diversity,0.32282820452461025,0.2820481851472848,HSD,301,0.04078001937732545,species,Hill Shade 180 (HSD)°
